,content,predicted,ground,star,item,brand
14504,Xài tốt bền và mượt nhưng nếu có khe thẻ nhớ riêng thì tốt hơn Khe sim vs khe thẻ nhớ chung,1,1,4,samsung-galaxy-e5,samsung
14505,"Mới mua nhung cảm thấy vừa y voi so tiền bỏ ra.hy vong sài se ổn.nv tư vấn nhiệt tình,chu đáo",1,1,5,samsung-galaxy-j4-core,samsung
14506,"Sau khi mua máy 2 năm thì bây giờ máy vẫn mợt ko có hiện tượng giật, lag gì hết. Máy xài rất ưng ý. Từ nay sẽ thành fan Oppo...",1,1,5,oppo-f1-plus,oppo
14507,"Sau vài ngày test thì mình có nhận xét riêng: - Về thiết kế, màn hình: mặt trước tràn viền đẹp, mặt sau không sang trọng do nắp lưng nhựa, dày (do chứa viên pin 5000mAh. Mặc dù sử dụng màn hình LCD (không phải Oled) nhưng rất sáng khi ở ngoài trời, tương đối đẹp. - Cấu hình, hiệu năng: cấu hình ở mức ổn trong tầm giá, mở ứng dụng nhanh, nhạy. Về game thì đã có những bài đánh giá trước đó rồi. - Pin: pin trâu, sử dụng được trong 2 ngày, tích hợp sạc nhanh. Phần pin + sạc mà mình ấn tượng nhất. - Máy ảnh: ảnh hơi nhạt nhòa, thiếu màu sắc, tương phản. Chỉ ở mức tạm được. === > tóm lại: với mức giá rẻ này và những ưu điểm thì mình nghĩ nó xứng đáng để bạn mua mà không phải đắn đo suy nghĩ. Bốn (4) sao cho sản phẩm.",1,1,4,samsung-galaxy-m20,samsung
14508,Máy tải game mà đang load thì k chạy được nữa Vào mess thì đứng và k load Nói chung là thất vọng,0,0,2,huawei-y6-prime-2018,huawei
14509,Máy dùng rất nhạy nhưng mặt lưng dễ bị trầy xước nhưng mk vẫn rất thick và để 5 sao,1,1,5,oppo-a71,oppo
14510,"Mình mua về được nửa tháng rồi, theo trải nghiệm của mình là thiết kế hơi dày, ánh sáng màn hình hơi tối hơn những máy khác, bắt sóng wifi hơi kém, còn những thứ khác thì tốt trong tầm giá, mọi người nên mua máy này vì tốt hơn những máy bằng tầm tiền nhé, thông tin đến mọi người.",1,1,4,nokia-22,nokia
14511,Dùng cũng ổn tuy nhiên camera trước và sau chụp tối k dc sắc nét nhiều lúc cũng hay bị đơ máy nhanh hết pin,1,1,3,iphone-4-32gb,iphone
14512,Câu hình Xiaomi redmi note 5A prime rất mạnh. Camera trước đẹp. Pin trâu. Rât mượt. Cảm biên nhạy. Rât đáng giá tiền.,1,1,5,xiaomi-redmi-note-5a-prime,xiaomi
14513,Mình mua được 4 tháng máy khá ổn chơi game khá là mượt mua ở điện máy xanh nhân viên nhiệt tình nói chung là tất cả đều ok trong tầm giá,1,1,5,oppo-a3s-16gb,oppo
14514,"Máy trâu bò đúng chất Nokia, chạy hơi chậm so với sp tầm giá, máy ảnh hơi tệ, âm thanh chỉ vừa phải. Thích cái rơi rớt lịch bịch không vấn đề gì, nếu sp khác chắc thay màn hình mệt xỉu.",1,1,4,nokia-6,nokia
14515,Nói chung rất OK....,1,1,5,oppo-f9,oppo
14516,Nhân viên phục vụ tận tình chu đáo chú bán hàng cười rất tươi máy rất sang rất đẹp,1,1,5,mobell-m529,mobell
14517,"Tổng quan đẹp, camera trung bình , pin kém . Game Pubg + liên quân giật lag liên tục . Phù hợp nhu cầu cơ bản .",1,1,2,samsung-galaxy-a6-plus-2018,samsung
14518,Tuyệt vời. Camera Ip 8 plus không bằng đâu. Pin phải nói cực kỳ trâu bò. Đừng ai nói hãng Trung Quốc. Dùng rồi mới biết hàng cao cấp TQ cực đã.,1,1,5,huawei-mate-20-pro,huawei
14519,"Khuyên ae mua máy này nhé, máy cực kỳ mượt, load game nhẹ nhanh vồn, game nặng thì khoảng 4-7s là xog, đa nhiệm tốt, camera dc, quay phim thì Tạm, sạc nhanh 30p 85% rồi nhé thoải mái... Ngon Khó Tả...",1,1,5,oppo-r7s,oppo
14520,May xài rất tốt tôi thấy rất hài long cam ơn thegioididong và điện máy xanhbtooi sẻ tiếp tục mua hàng tại day,1,1,5,huawei-y7-pro-2018,huawei
14521,"Mua dc 1 tuần thì nhận thấy máy xài rất ngon trog tầm giá, cấu hình khủng long vs snap 835 chiến game bao lag chạy thuần Android gốc nên mua dìa đã có bản lên 8.0 xài rất thích tuy nhiên có hạn chế là k dc tùy biến nhiều nên cũng hơi bùn, loa ngoài to nghe đã, pin thì cx thuộc dạng trung bình ngày đủ 1 ngày, cam chụp đẹp vs tính năg xoá phôg nhìn đẹp phê lòi. Nói chug trog tầm giá 10tr ( mua online) không có con nào bằng",1,1,5,nokia-8,nokia
14522,Mọi thứ em rất thích . Nhưng có cái em đang chơi game nó hay bị văng ra ngoài là sao a.? Làm ảnh hưởng đến tèo chơi của em còn làm em mất uy tín nữa em cực kì khó chịu !! Mong tgdd sữa giúp em !!,1,1,3,itel-p32,itel
14523,"Sản phẩm sài rất tuyệt vời , tuy hơi nóng máy, nhưng sản phẩm cầm pin rất lâu. Màn hình vừa to làm cho khách hàng dễ nhìn. Thiết kế mỏng và nhẹ cầm rất chắc tay",1,1,5,vivo-y71,vivo
14524,Vừa nhận máy sáng hôm qua. Đc giảm thêm 500k. Sau 1 ngày sử dụng. Tuyệt vời so với số tiền bỏ ra. Pin trâu vân tay nhạy camera đẹp,1,1,5,samsung-galaxy-a50s,samsung
14525,"máy mau nóng và tuột pin nhanh. Với mức giá này cấu hình máy ổn, kiểu dáng đẹp (màu vàng) chỉ có cái mau tuột pin thôi.. xài vẫn ok",1,1,5,mobell-f3,mobell
14526,Máy xài được 4 tháng rồi bắt wi-fi quá kém luôn. Sai lầm khi mua máy này rất là bực mình,0,0,1,oppo-a7,oppo
14527,"Mình mới mua A5 2017 mặc dù nghe các bạn nói lên android 7 bị lỗi thì mình về android 6 bằng tool của chính samsung luôn, rất mượt mà pin 8 tiếng on screen với tác vụ thông thường (chơi game chắc 6-7 tiếng), chụp ảnh đẹp ngon, đang đợi samsung fix lỗi này cho người dùng p/s : sao con này khan hàng quá :(",1,1,5,galaxy-a5-2017,galaxy
14528,camera quá mỜ .chất lượng làm cho có bán ..thanks nhà sản xuất,0,0,2,huawei-mate-20-pro,huawei
14529,"Cấu hình ổn thỉnh thoảng đơ khoảng 3 giây, game chơi mượt mà . Có đều khi chơi pin tuột hơi nhanh còn để ko thì ko tụt bao nhiêu. Camera hơi nhợt nhạt. Âm thanh thì hơi nhỏ nhưng ổn trong tầm giá",1,1,4,xiaomi-redmi-6,xiaomi
14530,"Mua đc Gần 2 năm rồi nhưng xài vẫn tốt và không bị lỗi thời. Điểm cộng là pin 3600, cấu hình chơi Pubg và liên quân tương đối ổn định dù chip đã cũ mạnh ngang Iphone 6, màn hình FHD chất lượng hơn hẳn HD+ đang phổ biến và khung kim loại cứng cáp hơn nhựa trên nhiều con năm 2018 như J8, Oppo A7, Huawei Y7... đc cập nhật lên Android 8 sắp tới là 9, camera 13mp chụp đẹp, ảnh tạm đc vào ban đêm. Điểm trừ là sạc pin hơi lâu, khôg có đèn led thôg báo như J7 Prime.",1,1,5,samsung-galaxy-j7-pro,samsung
14531,Anh hưởng dẫn e cài đặt ghi âm cho máy không ạ vì máy không có hỗ trợ nên em không biết chọn ứng dụng nào tốt nhất cho máy,1,1,4,samsung-galaxy-j2-core,samsung
14532,"Sản phẩm thiết kế rất đẹp, thon gọn. bộ nhớ của máy quá cao so với cv của mình. dùng pin được rất lâu.",1,1,5,samsung-galaxy-j7-prime,samsung
14533,"Máy sài mát, cấu hình ổn. Camera chụp tốt. Nhưng không có bảo mật vân tay nên hơi bị tiết. Còn về xem phim ,nghe nhạc, chơi các game như liên quân thì rất tốt, mình rất thích.",1,1,4,oppo-a71-2018,oppo
14534,"Rất tốt, tôi rất hài lòng, hi vọng chiếc máy này sẽ hỗ trợ cho công việc của tôi 1 cách tối đa",1,1,5,iphone-6-plus-16gb,iphone
14535,"Cấu hình khá là ổn định làm mát máy tốt. Chất lượng của sản phẩm tốt, dễ sử dụng, bảo hành tốt tiện lợi nhanh chống, phù hợp với giá tiền Sản phẩm thiết kế đẹp bền cấu hình cao thích hợp để chơi game. Dung lượng pin sử dụng được lâu . rất hài lòng sản phẩm",1,1,5,samsung-galaxy-j7-pro,samsung
14536,"Máy pin trâu,loa kép nghe nhạc hay,chụp hình thì tạm k đẹp lắm,chơi game thì hơi yếu,còn lại zalo,fb ok,nghe gọi nt là lựa chọn ok",1,1,5,nokia-21,nokia
14537,"mình đã mua sản phẩm và đang sử dụng mình rất thích sản phẩm thiết kế đẹp ,máy mượt ,,nhanh ,khỏe .ok",1,1,5,iphone-x-64gb,iphone
14538,"Đt tốt , pin xài đc lâu , máy mượt . Có điều khi len YouTube hình ảnh hk đc sắc nét cho lắm 😉",1,1,4,itel-p51,itel
14539,Mình rất thích oppo f5 mọi thứ đều ổn cả nhưng có một điểm yếu mình lại không thích là camera quay phim không có chống rung quá tệ,1,1,2,oppo-f5-6gb,oppo
14540,Nói về công nghệ và ứng dụng thì chẳng thua ai. Mẫu mã đẹp. Mà quan trọng là giá phù hợp.,1,1,5,samsung-galaxy-note-10-plus,samsung
14541,"Về mặc tốt: cấu hình tốt, camera đủ xài đáp ứng được facebook, zalo Về mặc xấu: pin khiêm tốn, hay bị giựt pin, không sống nổi qua 1 ngày",1,1,4,iphone-4s-8gb,iphone
14542,"máy chạy mượt lắm, màn hình trog và nét , camera sắc nét , vừa tầm tay , bạn rất thích viền máy bằng kim loại như thế này , pin máy cũng tốt nữa .. giá tiền vừa tầm ..",1,1,5,samsung-galaxy-j5-2016,samsung
14543,"Máy này giá thì hơi cao . pin hụt quá nhanh , ứng dụng hệ thống ít . Được vỏ ngoài đẹp pin quá tệ",0,0,2,xiaomi-mi-a2,xiaomi
14544,Lúc sạc nóng máy Dùng mạg đi động nóng máy tôi không thích 2điểm này Còn mọi thứ đều ok,1,1,3,oppo-reno,oppo
14545,"Máy liên tục báo độ ẩm ở cổng sạc, không sạc pin được thì phải làm sao ạ? Giờ máy em cạn pin cúp nguồn luôn rồi.",0,0,3,samsung-galaxy-a8-2018,samsung
14546,pin trâu.chơi game mượt.camera trc đẹp nhưng camera sau xấu tệ.vân tay nhạy.âm thanh vừa.màn hình tạm.sạc pin nhanh.,1,1,5,xiaomi-redmi-note-5a-prime,xiaomi
14547,Máy rất đẹp mọi thứ điều mượt chơi game kh giật lag camera chụp đẹp,1,1,5,realme-3,realme
14548,Ac ơi cho em hỏi đt em chơi game mà nó k chỉnh màn hình ngang đc là lỗi dì ạ :(((,1,1,5,samsung-galaxy-j7-pro,samsung
14549,"Sản phẩm rất tốt, chơi game xem phim cho trải nghiệm tốt.",1,1,5,samsung-galaxy-s8-plus,samsung
14550,Mới mua được 2 tuần. Mọi thứ thì thấy ok mà sao không biết màn hình mình có bị gì ko mà nửa màn hình bên phải khi đọc chữ thì thấy nó bị nhòe nhòe,0,0,4,samsung-galaxy-a7-2017,samsung
14551,Sóng yếu ko làm gì đc.,0,0,1,samsung-galaxy-a50-128gb,samsung
14552,Mọi mua sai được 2 ngày thấy mọi thứ cũng ổn cái loa tặng cũng được chưa thấy bị j,1,1,5,huawei-p30-lite,huawei
14553,"Sau gần 1 tuần sử dụng mình cảm thấy máy cực mượt,xử lý mọi thứ nhanh , bảo mật vân tay nhanh cực kì luôn ấy . Camera thì khỏi nói, siêu đẹp dù trong điều kiện thiếu ánh sáng, nơi sáng quá thì nó hơi chói 1 tí thôi. Loa lớn, xem phim nghe nhạc phê , pin thì dù 3000 nhưng máy cầm pin cũng tốt , load game nhanh và mình chơi game online mà máy chẳng hề nóng lên tí nào , ấm ấm mình còn ko cảm nhận đc luôn ấy . Thêm cái ẩn phím điều hướng cực vui ,mơi xài ko quen chứ quen rồi thì thích lắm ,cảm giác màn hình to hẳn ra . Mình ko biết cái bạn gọi mù công nghệ là gì , các bạn đừng nhìn thông số rồi đánh giá , trãi nghiệm đi sẽ hiểu máy ổn như thế nào . Về lâu dài thì chưa ai chắc điều gì , nhưng hiện tại cảm thấy ổn là đc. Mình bán hàng, nên camera như này là quá chuẩn , chụp ảnh sản phẩm , đồ ăn đẹp lung linh ko cần dùng thêm app ngoài luôn. Nhân viên TGDD Sa Đéc nhiệt tình , vui vẻ , và mình luôn hài lòng về cách phục vụ của nhân viên ở đây , thương mn đã hỗ trợ hết mình cho em hihi",1,1,5,vivo-v7,vivo
14554,"Với giá tiền như thế là hợp lí rồi. Chỉ tội lưu lượng pin hơi ít, nếu pin 3000a thì tốt",1,1,3,samsung-galaxy-e5,samsung
14555,Cảm ơn sự phục vụ nhiệt tình chu đáo và trách nhiệm từ thegioididong Thôn Đoàn Kết - xã cổ đông - thị xã sơn tây khi tôi đến mua máy này vào trưa ngày hôm nay,1,1,5,iphone-6s,iphone
14556,máy hơi dính vân tay với loa hơi nhỏ và trên tầng cao máy bắt sóng yếu chơi game ko được . nhưng máy cấu hình helio P60 chơi game mượt pin trâu máy bảo mật khuôn mặt nhanh nhạy cuối cùng cũng tìm đc máy vừa túi tiền,1,1,4,oppo-f7-youth,oppo
14557,"rất tốt. camera đẹp trong tầm giá. mọi thứ đều ổn, chắc do mình nhu cầu cũng đơn giản nên màn nhạy, chẳng giật lag gì. 2tr4 mà như vậy là khá lắm ahhh ~ nhân viên tgdd vẫn luôn như vậy, rất nhiệt tình cho đến cả bác giữ xe ^^",1,1,5,galaxy-j1-2016,galaxy
14558,Sau gần tháng sử dụng mọi thứ đều ok cầm thì tạm với màn hình ngoài trời max độ sáng mới hiện thị tốt nhân viên bán hàng nhiệt tình,1,1,4,xiaomi-mi-a2-lite,xiaomi
14559,"Sản phẩm tốt trong tầm giá. Nên chọn bản 32ghi hơn 16ghi pin trâu camera ổn, máy hơi dày như ko sao",1,1,5,oppo-a3s-32gb,oppo
14560,"Mới mua nên chưa có j để đánh giá, nhưng cho 5 sao vì nhân viên xinh gái tư vấn nhiệt tình,nghi vấn TGDD tuyển hết gái đẹp VN, còn về điện thoại thì mẫu mã đẹp, nhiều chức năng thú vị, mới mua nên chỉ nói được nhiêu đó.",1,1,5,realme-3-pro,realme
14561,Máy chơi liên quân hơi lắc. Hay nóng máy.chụp hình bằng phần mềm bị giật. Mạng hay mất.nhưng bù lại bảo mật vân tay rất nhạy và camera đẹp. Nói chung là ổn,1,1,3,mobiistar-zumbo-s2-dual,mobiistar
14562,"Mới mua về hôm qua! Tình trạng máy hơi giật, có phần khựng lại một chút, nhưng sử dụng lâu thì trơn tru, máy thiết kế đẹp, mua online giảm 500k, chụp hình đẹp, nhiều chức năng, giá hợp lý, Nhân viên vui vẻ hòa đồng, quản lí dễ thương phục vụ tận tình. Mình mua ở TGDD vs ĐMX ở đc:QL50, TT. Cần Đước, huyện Cần Đước, tỉnh Long An",1,1,4,vivo-y85,vivo
14563,Thiết kế sang trọng. Cấu hình khá ổn. Pin hơi kém nhưng bù lại sản phẩm có sạch nhanh nên cũng không sao. Lúc sạc máy khá nóng. Còn lại mọi thứ khác thì tuyệt vời. Cảm ơn Thế giới di động.,1,1,5,samsung-galaxy-note-5,samsung
14564,"Loa nghe lớn nhưng lâu lâu hơi rè, pin tốt lắm dùng được 3 ngày luon nhé, nói chung thì sản phẩm dùng được cho 8/10 điểm nha",1,1,4,nokia-230,nokia
14565,"Camera ít chấm nhưng chụp hình rất đẹp, có thể chỉnh tay được ISO 100, phơi sáng 1 giây. Nhưng chụp thiếu sáng chưa đẹp. Nói chung chụp hình vẫn ngon.",1,1,5,microsoft-lumia-550,microsoft
14566,Bàn phím không tốt hay nhảy lung tung. Cảm ứng đôi lúc không nhạy. Chụp hình ok màn hình to ô loa ngoài hơi nhỏ. Pin thấy xài cũng tạm chứ không xuất sắc lắm.đã thực hiện quy chế máy mới xài gần hết pin sạc lại cho đầy để giữ pin tốt nhưng thấy cũng khá nhanh hết dù chỉ chơi Zalo đọc báo với xem you tube. Đánh giá 3 sao. Mua đúng một tuần. Nếu có thể đổi được sẽ đổi lại mua huawei nova 2i.,1,1,3,mobiistar-zumbo-s-lite-2017,mobiistar
14567,Sản phẩm tốt chơi game mượt pin trâu Nhân viên phục vụ tận tình rất hài lòng ...,1,1,5,coolpad-mega-5,coolpad
14568,Thất vọng quá nhiều. So với các dòng máy khác cùng giá trị. Nghe gọi không rõ camera thì thường xuyên bị đơ lật ko hết,0,0,1,samsung-galaxy-a80,samsung
14569,"Máy rất tốt, tuy nhiên bạn nào muốn cài game nặng thì nên tháo thẻ nhớ ra vì máy sẽ ưu tiên cài game vào bộ nhớ của thẻ, gây ra việc game chạy sẽ bị lag và giật. Máy chạy ko thẻ rất ổn định.",1,1,5,mobell-nova-r1-black,mobell
14570,Máy đẹp chạy mượt mà nhân viên thì khỏi chê luôn,1,1,5,oppo-f7,oppo
14571,Pin hao quá nhanh. K dùng mà cũng hao pin. 61% qua đêm còn 55% trong khi đã bật chế độ tiết kiêm pin mà hao như thế thì sao mà dùng. Máy mới chưa được nửa tháng. Chán,0,0,2,vsmart-joy-1-plus,vsmart
14572,Đã sài nhiều năm và cảm thấy không bằng em iphone 7 plus.hahaha,1,1,3,iphone-5s-32gb,iphone
14573,Mua máy đc 2thang rồi sài máy cảm Giác thoải mái pin thì ổn định lướt web mềm mại camera chuẩn chân dung mỗi tội là mặt lưng là nhựa giả kính lên hơi bám vân tay và mồ hôi 😂 nhưng nếu dùng ốp lưng thì ok nói chung là ok nhân viên phục vụ tận tình... Hẹn gặp lại,1,1,5,oppo-f11-pro-128gb,oppo
14574,Vừa mới mua lúc 9h tối. Mai sáng đi đổi liền. Nhắn tin siêu khó. Người trẻ còn nhắn ko nổi chứ người lớn tuổi sao nhắn nổi. Nên tư vấn trước khi bán.,0,0,1,itel-it2170,itel
14575,Sản phẩm tốt cấu hình cao chụp hình đẹp giá cả hợp lí nhân viên tư vấn nhiệt tình,1,1,5,xiaomi-redmi-note-5,xiaomi
14576,"nhỏ gọn, dễ cầm nắm rất thích. Cài đúng 3 app, zalo, facebook, messenger xài thả ga không chậm giật gì cả.",1,1,5,galaxy-j1-2016,galaxy
14577,"Lúc đầu thì mượt nhưng sau thì chơi game liên quân cứ bị mất kết nối, khởi động lại máy vẫn bị",0,0,2,xiaomi-redmi-7a,xiaomi
14578,"nói chung xác định nghe gọi thì ổn, mình dùng 5 ngày khá nhiều vẫn còn 3/6 vạch pin. loa thì yếu, nhưng nếu để gội điện thì đủ nghe. fm không tai nghe thì như không có vì bắt sóng kém,cắm tai nghe vào thì cũng như đt khác, sóng ổn. nói chung là cần pin trâu và nghe gọi thì dùng ok,",1,1,5,mobell-m690,mobell
14579,"Điện thoại Itel it1516 Plus Pin trâu thiết kế khá màn hình rõ nét, chỉ tiếc bộ nhớ trong hơi ít",1,1,5,itel-it1516-plus,itel
14580,"camera tự sướng rất đẹp, nhưng hay bị điều chỉnh độ sáng không hợp lý làm nền của nó hay bị cháy sáng phải chỉnh tay lại.",1,1,5,oppo-f1s,oppo
14581,máy chơi game rất nhanh.camera chụp ảnh rất sáng.3g chạy nhanh,1,1,4,samsung-galaxy-j2,samsung
14582,"mua về cho ba xài thấy xài cũng tốt lắm đó, phím bấm êm, màn hình cũng dễ nhìn cho người già.",1,1,5,nokia-222-dual-sim,nokia
14583,máy dùng tốt. mỗi tội phải lựa thật kĩ trước khi mua nếu không muốn đi nhiều lần. lựa như mua đào ngày tết vây. mình test 4 máy mới được 1. mất cả buổi.,1,1,3,nokia-lumia-830,nokia
14584,"MÌNH CÓ MUA 1 CÁI MÀU TRĂNG SÀI RẤT ĐÃ. PHÍM BẤM MỀN BỀN, XÀI RẤT BỀN, LOA NGHE TO VÀ RÕ. MÌNH RẤT THÍCH",1,1,5,nokia-222-dual-sim,nokia
14585,Cảm giác cầm trên tay khá gọn thiết kế đẹp trẻ trung chiến game cũng được nói chung là ok,1,1,5,itel-p32,itel
14586,"Vừa mua 1 em, cực kì ngon nhe quý dị! -Gọn nhẹ -Thẩm mĩ cao -Màn hình cân đối (tai thỏ cân đối) -Pin ổn (3400mAH lại có Q.C 3.0 đi kèm) -Nhanh mượt, nhiều ứng dụng tiện ích tích hợp sẵn.",1,1,5,xiaomi-mi-8,xiaomi
14587,Chỉ thích mỗi cái chức năng thông minh trả lời cuộc gọi....(cuộc gọi đến nhấc máy lên sát tai là nghe luôn ko cần phải nhấn phím j cả...)... còn ram 6g và cam .. cũng OK trong phân khúc tầm giá....,1,1,2,vivo-v15-64gb,vivo
14588,"Máy dùng rất tốt,bền bỉ không uổng phí tiền khi mua máy này. Thiết kế đẹp cao cấp hơn cả những gì mình nghĩ về nhưng chiếc máy giá rẻ thường có chất lượng kém máy này chơi game rất tốt tuy có nhiều game không chơi được,nói chung là ngon trong tầm giá.",1,1,4,huawei-g-play-mini,huawei
14589,Đã xài được 2 năm ko thấy vẫn đề gì cả. Dù mình tải rồi xoá tùm lum. Máy mình hay vứt tùm lum nhưng vẫn ok. Ko trầy xước.,1,1,5,oppo-f5-6gb,oppo
14590,Sp giá rẻ mà chất lượng k hề rẻ Đã lên Android 9. Máy mượt. Chơi game ổn. Pin thì tạm. Camera lấy nét chậm.co hỗ trợ của google nên ảnh cũng ok....cho 5 sao Mott thời Nokia,1,1,5,nokia-31,nokia
14591,"camera khá ưng nhưng xử lý máy còn khá chậm. chơi game khá lag và giựt chỉ nên dùng để dùng face, lướt web và game nhẹ thì ok",1,1,2,oppo-neo-5-16gb,oppo
14592,mua gần 2 tháng rồi... sài ngon lắm nha mọi người. Chơi game nhanh hết pin thôi... còn bình thường nghe gọi lướt mạng 1 ngày thoải mái.,1,1,4,iphone-7-plus,iphone
14593,"người trung niên như tôi thì điện thoại này chưa thật sự hài lòng vì chữ nhỏ và khó nhìn, màn hình bự hơn sẽ tốt hơn.",0,0,2,mobell-m289,mobell
14594,"Rất tốt hình ảnh đẹp bin lâu nhưng bộ nhớ kém mà những ứng dụng đi theo máy nhiều quá ko xóa bỏ được, như bàn phím tới 4 ứng dụng tốn gam bộ nhớ những thứ cần thiết thì ko có, như máy phát nhạc, thư viện ảnh cg ko, quản lý file cg ko, những google ko cần thì nhiều quá tốn bộ nhớ ram. Noi chung ko thích nghe gọi là OK tốt",1,1,4,nokia-2,nokia
14595,"sảm phẩm lumia 640 camera tệ ,ứng dụng ít mà nếu có thì chỉ cho cô với người ta chứ không dùng được như bigo live, facebook người ta gọi được video còn trên winphone thì không ,nếu các bạn nào muốn chơi game , hoặc chụp ảnh rhi dùng mua sản phẩm này cảm ơn các bạn xem bài đánh giá của mình",0,0,1,microsoft-lumia-640,microsoft
14596,Sản phẩm dùng tốt pin khỏe loa khỏe nghe rõ chữ to dễ sử dụng bàn phím dễ ấn rất tiện,1,1,5,mobell-m228,mobell
14597,"Máy đẹp, máy dùng mượt , giá ok, nhưng pin quá yếu, tụt nhanh như ngựa phi, nhân viên ST nhiệt tình, chu đáo.",1,1,4,samsung-galaxy-j6,samsung
14598,Mới mua hôm này.. Mấy nhìn rất tốt .. Mới dùng nhưng chưa biết sao.. Nhug rất thích cách à chỉ nhân viên .. Lịch sử nhẹ nhàng.. ủng hô tgdd ...,1,1,5,samsung-galaxy-j6,samsung
14599,"Chụp hình cứ như là máy ảnh chụp vậy, hình ảnh nét, màu thật và tươi. đồng bộ dữ liệu rất tốt",1,1,4,iphone-7-256gb,iphone
14600,"Thiết kế sang trọng, lướt web rất mượt mà, âm thanh to rõ, giá thành dễ sử dụng, chính sách bảo hành đổi trả rất ok camera chụp ảnh rất đẹp rõ nét, gía cả vừa xài.",1,1,5,samsung-galaxy-j2-prime,samsung
14601,Dùng khoảng 1 tháng mjh có ý kiến như sau sản rất tốt pin cũng trâu nếu xài liên tục thì đc 10 tiếng như chơi game lướt web mày xã hội. Vừa mua về đã lên anroid 8.0 luôn cực mượt wifi bắt cũng mạnh như có khi cũng bị mất.. Vân tay rất nhanh. Chơi liên quân 5 trận tốn 10% pin tầm 1 tiếng.. màn hình sắt nét.. chụp xóa phông tốt..sản phẩm rất tốt cứ mua đi ko thoi kẻo hết đó..,1,1,4,xiaomi-mi-a1,xiaomi
14602,"Máy thiết kế đẹp, cầm chắc tay, cảm biến vân tay cực nhạy, camera không nét và bắt hình thậm chí không tốt bằng htc M7 nhưng có chế độ chụp pro khá tuyệt, màu hiển thị chuẩn xác, nghe nhạc hay đặc biệt là khi dùng tai nghe của htc, loa ngoài hơi nhỏ, máy dùng mượt ngay cả khi thực hiện nhiều tác vụ, pin không trâu nhưng không đến nỗi nhanh hết pin như mọi người nhận xét, bộ nhớ trong quá ít chỉ 16GB. Cho 4.5/5",1,1,5,htc-one-a9,htc
14603,Cầm đt chụp xấu tệ không như quãng cáo. Màu trắng bệt khi chụp đủ sáng mặc dù cố chụp nhieu cũng vậy.,0,0,1,huawei-p30-pro,huawei
14604,Điện thoại dùng được 3 ngày cảm nhận pin để qua đêm tụt nhanh.tầm 1h mất 1% pin.pin dùng liên tiếp thì trâu.chụp ảnh 48mp mà chi tiết ảnh chỉ ở mức tương đối.loa thì kém nghe ko rõ.máy tương đối to nặng.còn lại các thứ ok,1,1,4,oppo-f11-pro,oppo
14605,Máy đẹp..tuy nhiên dùng 1 thời gian. Không biét nhue nào. Đang đọc truyền thì bị dis ra khỏi trang.. vs dùng đc 6 thang bắt đầu đơ. Dùng chậm. Cũng có chạy lại mà vẫn thế,0,0,2,samsung-galaxy-a8,samsung
14606,Quá tuyệt vời. Sản phẩm hoàn hảo. Tuy nhiên pin hơi ít. Cần cải thiện thêm,1,1,5,iphone-5s-64gb,iphone
14607,"Camera rât đep . Nhưng xài thời gian thì hay bi đứng máy ,đang chơi game hay lướt facebook cung tư đông thoát ra .",1,1,3,oppo-neo-7s,oppo
14608,Tôi đã dùng năm thứ 2 mà thấy vẫn ổn định và tôi thấy rất hài lòng về sản phẩm A8,1,1,5,samsung-galaxy-a8,samsung
14609,"sp tốt, rất hài lòng về sp, máy chạy ổn định, cấu hình tôt chơi game mượt không bị nóng máy",1,1,5,samsung-galaxy-j7-pro,samsung
14610,"Máy sài tốt ..nhân viên nhiệt tình, máy dùng ko lag , pin sài đc 1,2 ngày, sài bền, máy có giá tầm này mà sài mượt vậy thì khỏi chê",1,1,5,huawei-y3-2017,huawei
14611,Dung lượng it quá mà hay bị đơ và máy a cug kém nữa pin mau hếtcòn lại ok,0,0,1,oppo-joy-3,oppo
14612,Máy mua được ba tháng về dùng mượt cấu hình đủ dùng trong tầm giá máy phổ thông .Máy thiết kế kế đẹp camera khỏi chê vào đâu,1,1,5,oppo-a83,oppo
14613,Máy quá tốt trong tầm giá. Không có gì để chê. Face ID đôi khi chập chờn tí thôi. Mua đi mn,1,1,5,xiaomi-mi-8,xiaomi
14614,"Máy thường xuyên ko kết nối dữ liệu đi động đc,phải khởi động lại mới đc. Cách khắc phục ntn vậy KTV ?",0,0,1,nokia-31,nokia
14615,"camera 8(chấm)tạm dùng được, pin hơi lẹ hết, máy chạy ổn nhưng hơi chậm,máy rớt nước 1 lần nhưng vẩn chạy tốt dù không có khả năng chống nước ,mua 3năm chưa sửa chửa lần nào",1,1,5,samsung-galaxy-grand-2-g7102,samsung
14616,đừng lượng pin 5000 nhưng không dùng pin vẫn tụt dù ứng dụng ngầm đã tắt. sạc pin 100% không dùng mà tụt đến 3%,0,0,2,oppo-a9,oppo
14617,"tất cả đều ok nhưng lên mạng thì k nhanh lắm, k hiểu sao máy hay tự tắt ngang k bấm được nữa phải bấm tắt nguồn rồi mở lại",0,0,4,samsung-galaxy-a3,samsung
14618,"Máy đẹp, tuy nhiên vào danh bạ cực chậm, ức chế. Nhân viên Điện máy xanh 213 - 215 Điện Biên Phủ, P. Hòa Khê, Q. Thanh Khê, Tp. Đà Nẵng nhiệt tình, chu đáo.",1,1,4,nokia-8110-4g,nokia
